1:NB5464:A' Beirghe:NB46:58:30:6:12.9:964500:154500:W:WI:N Eil:Na h-Eileanan an Iar:X:21-JAN-2003:U:8:0:0
2:NF9073:A Bhàd:NF86:57:38.7:7:11.3:873500:90500:W:WI:N Eil:Na h-Eileanan an Iar:X:21-JAN-2003:U:18:0:0
3:NM9466:A' Bheinn Bhan:NM86:56:44.7:5:21.6:766500:194500:W:HL:Highld:Highland:X:01-MAR-1993:I:40:0:0
4:NB1743:A Bheirigh:NB04:58:17.4:6:49.3:943500:117500:W:WI:N Eil:Na h-Eileanan an Iar:X:01-JAN-1995:U:8:13:0
5:NM5838:A' Bhog-airigh:NM42:56:28.6:5:55.3:738500:158500:W:AR:Arg & Bt:Argyll and Bute:X:01-MAR-1993:I:47:48:0
6:NM2999:A' Bhrìdeanach:NM28:57:.4:6:27.4:799500:129500:W:HL:Highld:Highland:X:01-MAR-1993:I:39:0:0
7:NN4790:A' Bhuidheanach:NN48:56:58.8:4:30.6:790500:247500:W:HL:Highld:Highland:H:01-MAR-1993:I:34:0:0
8:NN6579:A' Bhuidheanach:NN66:56:53.2:4:12.5:779500:265500:W:HL:Highld:Highland:H:01-MAR-1993:I:42:0:0
9:NN6677:A' Bhuidheanach Bheag:NN66:56:52.2:4:11.4:777500:266500:W:PK:Pth & Kin:Perth and Kinross:H:01-MAR-1993:I:42:0:0
10:NN6678:A' Bhuidheanach Mhòr:NN66:56:52.7:4:11.4:778500:266500:W:PK:Pth & Kin:Perth and Kinross:X:18-JUL-2000:I:42:0:0
11:NM6540:A' Bhuigneach:NM64:56:29.9:5:48.6:740500:165500:W:AR:Arg & Bt:Argyll and Bute:X:01-MAR-1993:I:49:0:0
12:NM6724:A' Bhuigneach:NM62:56:21.3:5:45.8:724500:167500:W:AR:Arg & Bt:Argyll and Bute:X:01-MAR-1993:I:49:0:0
13:NB4214:A' Chabag:NB40:58:2.7:6:21.8:914500:142500:W:WI:N Eil:Na h-Eileanan an Iar:X:01-MAY-1997:U:14:0:0
14:NB0406:A' Chailleach:NB00:57:57:6:59.7:906500:104500:W:WI:N Eil:Na h-Eileanan an Iar:X:01-MAR-1993:I:13:0:0
15:NC2473:A' Chailleach:NC26:58:36.8:5:1.3:973500:224500:W:HL:Highld:Highland:X:01-MAR-1993:I:9:0:0
16:NH1371:A' Chailleach:NH06:57:41.7:5:7.8:871500:213500:W:HL:Highld:Highland:H:01-MAR-1993:I:19:0:0
17:NH6804:A' Chailleach:NH60:57:6.8:4:10.3:804500:268500:W:HL:Highld:Highland:H:01-MAR-1993:I:35:0:0
18:NN7931:A' Chairidh:NN62:56:27.6:3:57.3:731500:279500:W:PK:Pth & Kin:Perth and Kinross:H:23-FEB-1999:I:51:52:0
